reference_area,ref_area,time,labor_compensation,operating_surplus_mixed_income,taxes_minus_subsidies,gdp
European Union (27 countries from 01/02/2020),EU27_2020,2012-01-01,1348397.3,1177072.9,336380.4,2861850.6
European Union (27 countries from 01/02/2020),EU27_2020,2012-04-01,1352067.7,1177079.8,331316.5,2860464
European Union (27 countries from 01/02/2020),EU27_2020,2012-07-01,1358498,1179456.4,339084.2,2877038.6
European Union (27 countries from 01/02/2020),EU27_2020,2012-10-01,1359342.5,1168905.6,342317.4,2870565.4
European Union (27 countries from 01/02/2020),EU27_2020,2013-01-01,1363782.9,1176015.3,335099.5,2874897.7
European Union (27 countries from 01/02/2020),EU27_2020,2013-04-01,1367272.2,1186898.1,343103.1,2897273.4
European Union (27 countries from 01/02/2020),EU27_2020,2013-07-01,1373511.7,1192105.3,343923.3,2909540.3
European Union (27 countries from 01/02/2020),EU27_2020,2013-10-01,1377711.2,1200683.5,343155.5,2921550.3
European Union (27 countries from 01/02/2020),EU27_2020,2014-01-01,1387087.3,1210968.1,347091.8,2945147.2
European Union (27 countries from 01/02/2020),EU27_2020,2014-04-01,1395781.5,1214495.7,348387.2,2958664.4
European Union (27 countries from 01/02/2020),EU27_2020,2014-07-01,1404284.8,1220603.8,352779.1,2977667.7
European Union (27 countries from 01/02/2020),EU27_2020,2014-10-01,1412347.8,1228656.5,355521.1,2996525.4
European Union (27 countries from 01/02/2020),EU27_2020,2015-01-01,1420496.9,1261245.4,354797.5,3036539.8
European Union (27 countries from 01/02/2020),EU27_2020,2015-04-01,1435236.7,1270003.4,362823.1,3068063.2
European Union (27 countries from 01/02/2020),EU27_2020,2015-07-01,1444483,1278482.1,366270.1,3089235.1
European Union (27 countries from 01/02/2020),EU27_2020,2015-10-01,1456910.1,1276296.1,377845.8,3111051.9
European Union (27 countries from 01/02/2020),EU27_2020,2016-01-01,1468716.7,1290256,369407.7,3128380.4
European Union (27 countries from 01/02/2020),EU27_2020,2016-04-01,1478301.8,1292467.4,373881.7,3144650.8
European Union (27 countries from 01/02/2020),EU27_2020,2016-07-01,1491801.3,1300442.3,375194.9,3167438.5
European Union (27 countries from 01/02/2020),EU27_2020,2016-10-01,1505260.8,1310635.7,377819,3193715.5
European Union (27 countries from 01/02/2020),EU27_2020,2017-01-01,1523600.6,1325422.7,387919.4,3236942.7
European Union (27 countries from 01/02/2020),EU27_2020,2017-04-01,1540488,1346567.3,390767.9,3277823.3
European Union (27 countries from 01/02/2020),EU27_2020,2017-07-01,1556918.3,1365184.4,390295,3312397.7
European Union (27 countries from 01/02/2020),EU27_2020,2017-10-01,1575326.7,1381081.9,395538.3,3351946.9
European Union (27 countries from 01/02/2020),EU27_2020,2018-01-01,1590299.1,1379563.4,401543.7,3371406.2
European Union (27 countries from 01/02/2020),EU27_2020,2018-04-01,1607410.3,1378771.1,406897.5,3393078.9
European Union (27 countries from 01/02/2020),EU27_2020,2018-07-01,1624542.4,1381765.2,408287.5,3414595.2
European Union (27 countries from 01/02/2020),EU27_2020,2018-10-01,1639583.3,1407298,409921.9,3456803.2
European Union (27 countries from 01/02/2020),EU27_2020,2019-01-01,1656686.7,1417673.6,420842.9,3495203.3
European Union (27 countries from 01/02/2020),EU27_2020,2019-04-01,1675005.1,1420962.5,426214.5,3522182.1
European Union (27 countries from 01/02/2020),EU27_2020,2019-07-01,1688809.5,1428238.2,427647.1,3544694.8
European Union (27 countries from 01/02/2020),EU27_2020,2019-10-01,1697588.8,1446222.5,426057.3,3569868.6
European Union (27 countries from 01/02/2020),EU27_2020,2020-01-01,1682253,1410279.8,391934.9,3484467.6
European Union (27 countries from 01/02/2020),EU27_2020,2020-04-01,1566635,1283897,282703.3,3133235.2
European Union (27 countries from 01/02/2020),EU27_2020,2020-07-01,1671873.5,1408473.2,374271.6,3454618.2
European Union (27 countries from 01/02/2020),EU27_2020,2020-10-01,1692790.2,1445990.6,359764.6,3498545.4
European Union (27 countries from 01/02/2020),EU27_2020,2021-01-01,1699557.7,1491901.7,357048.4,3548507.8
European Union (27 countries from 01/02/2020),EU27_2020,2021-04-01,1731823.9,1522803.6,386793.5,3641421
European Union (27 countries from 01/02/2020),EU27_2020,2021-07-01,1781814.2,1541273.4,430188.7,3753276.3
European Union (27 countries from 01/02/2020),EU27_2020,2021-10-01,1814853.6,1588786.1,429835.5,3833475.1
European Union (27 countries from 01/02/2020),EU27_2020,2022-01-01,1840583.1,1624104.5,448576.1,3913263.8
European Union (27 countries from 01/02/2020),EU27_2020,2022-04-01,1866216.3,1675233.6,459356.4,4000806.3
European Union (27 countries from 01/02/2020),EU27_2020,2022-07-01,1896814.8,1728834.7,450381.6,4076031
European Union (27 countries from 01/02/2020),EU27_2020,2022-10-01,1935260.4,1768744.3,439293.9,4143298.6
European Union (27 countries from 01/02/2020),EU27_2020,2023-01-01,1975843.8,1803756.4,452877.3,4232477.6
European Union (27 countries from 01/02/2020),EU27_2020,2023-04-01,2005339,1820683.9,457275,4283297.9
European Union (27 countries from 01/02/2020),EU27_2020,2023-07-01,2032756.7,1815543.1,465652.7,4313952.5
European Union (27 countries from 01/02/2020),EU27_2020,2023-10-01,2073239.6,1828932.7,469287.9,4371460.2
European Union (27 countries from 01/02/2020),EU27_2020,2024-01-01,2106232.2,1820474.3,494151.7,4420858.2
European Union (27 countries from 01/02/2020),EU27_2020,2024-04-01,2129378.1,1839556.9,488316.4,4457251.4
Finland,FIN,1990-01-01,12172,7944.1,2769,22885.1
Finland,FIN,1990-04-01,12194,7889,2756,22839
Finland,FIN,1990-07-01,12207,7742,2719,22668
Finland,FIN,1990-10-01,12251,7642.9,2678,22571.9
Finland,FIN,1991-01-01,12310,7136.5,2594,22040.5
Finland,FIN,1991-04-01,12306,7001.5,2534,21841.5
Finland,FIN,1991-07-01,12223,6922.5,2492,21637.5
Finland,FIN,1991-10-01,12089,6843.6,2461,21393.6
Finland,FIN,1992-01-01,11880,7036.9,2420,21336.9
Finland,FIN,1992-04-01,11680,7154,2389,21223
Finland,FIN,1992-07-01,11462,7332,2355,21149
Finland,FIN,1992-10-01,11255,7501.1,2321,21077.1
Finland,FIN,1993-01-01,11103,7774.1,2366,21243.1
Finland,FIN,1993-04-01,10968,7996.4,2337,21301.4
Finland,FIN,1993-07-01,10852,8223.7,2370,21445.7
Finland,FIN,1993-10-01,10849,8363.8,2407,21619.8
Finland,FIN,1994-01-01,10872,8383.8,2487,21742.8
Finland,FIN,1994-04-01,11035,8637.7,2531,22203.7
Finland,FIN,1994-07-01,11189,9198.4,2579,22966.4
Finland,FIN,1994-10-01,11463,9648.1,2622,23733.1
Finland,FIN,1995-01-01,11480,9914.8,2604,23998.8
Finland,FIN,1995-04-01,11794,10381.4,2606,24781.4
Finland,FIN,1995-07-01,11976,10186.1,2623,24785.1
Finland,FIN,1995-10-01,12107,10125.7,2656,24888.7
Finland,FIN,1996-01-01,12293,10031,2763,25087
Finland,FIN,1996-04-01,12254,10200,2840,25294
Finland,FIN,1996-07-01,12299,10225,2933,25457
Finland,FIN,1996-10-01,12509,10575,3055,26139
Finland,FIN,1997-01-01,12708,10633,3210,26551
Finland,FIN,1997-04-01,12871,10964,3312,27147
Finland,FIN,1997-07-01,13158,11466,3405,28029
Finland,FIN,1997-10-01,13280,12287,3470,29037
Finland,FIN,1998-01-01,13718,12090,3525,29333
Finland,FIN,1998-04-01,13887,12523,3590,30000
Finland,FIN,1998-07-01,14135,12706,3622,30463
Finland,FIN,1998-10-01,14363,12628,3644,30635
Finland,FIN,1999-01-01,14473,13053,3702,31228
Finland,FIN,1999-04-01,14694,13072,3732,31498
Finland,FIN,1999-07-01,15030,13060,3792,31882
Finland,FIN,1999-10-01,15267,13085,3928,32280
Finland,FIN,2000-01-01,15459,13740,3854,33053
Finland,FIN,2000-04-01,15742,14045,3870,33657
Finland,FIN,2000-07-01,15948,14598,3916,34462
Finland,FIN,2000-10-01,16150,15087,3977,35214
Finland,FIN,2001-01-01,16569,15344,3989,35902
Finland,FIN,2001-04-01,16639,15503,3957,36099
Finland,FIN,2001-07-01,16764,15595,4009,36368
Finland,FIN,2001-10-01,16921,15353,3970,36244
Finland,FIN,2002-01-01,17006,15585,4125,36716
Finland,FIN,2002-04-01,17225,15749,4183,37157
Finland,FIN,2002-07-01,17328,15480,4210,37018
Finland,FIN,2002-10-01,17453,15735,4361,37549
Finland,FIN,2003-01-01,17432,15686,4279,37397
Finland,FIN,2003-04-01,17628,15630,4487,37745
Finland,FIN,2003-07-01,17742,15820,4544,38106
Finland,FIN,2003-10-01,17878,15944,4644,38466
Finland,FIN,2004-01-01,18128,16330,4573,39031
Finland,FIN,2004-04-01,18300,16588,4489,39377
Finland,FIN,2004-07-01,18465,16716,4618,39799
Finland,FIN,2004-10-01,18731,17271,4532,40534
Finland,FIN,2005-01-01,18941,17484,4624,41049
Finland,FIN,2005-04-01,19200,16700,4801,40701
Finland,FIN,2005-07-01,19596,16868,4769,41233
Finland,FIN,2005-10-01,19658,17108,4917,41683
Finland,FIN,2006-01-01,19936,17541,4968,42445
Finland,FIN,2006-04-01,20195,17678,4906,42779
Finland,FIN,2006-07-01,20466,17985,5040,43491
Finland,FIN,2006-10-01,20741,18367,5038,44146
Finland,FIN,2007-01-01,21030,19197,5182,45409
Finland,FIN,2007-04-01,21229,20056,5176,46461
Finland,FIN,2007-07-01,21541,20455,5066,47062
Finland,FIN,2007-10-01,22095,20749,5283,48127
Finland,FIN,2008-01-01,22675,20599,5231,48505
Finland,FIN,2008-04-01,22850,20440,5328,48618
Finland,FIN,2008-07-01,22947,20917,5274,49138
Finland,FIN,2008-10-01,23098,19758,5136,47992
Finland,FIN,2009-01-01,22723,18114,4924,45761
Finland,FIN,2009-04-01,22572,17577,5053,45202
Finland,FIN,2009-07-01,22576,17732,5148,45456
Finland,FIN,2009-10-01,22637,17582,5097,45316
Finland,FIN,2010-01-01,22639,17993,4997,45629
Finland,FIN,2010-04-01,22988,18465,5584,47037
Finland,FIN,2010-07-01,23304,18068,5664,47036
Finland,FIN,2010-10-01,23665,18911,5869,48445
Finland,FIN,2011-01-01,23876,18966,6106,48948
Finland,FIN,2011-04-01,24129,18928,6216,49273
Finland,FIN,2011-07-01,24500,18776,6323,49599
Finland,FIN,2011-10-01,24571,18834,6430,49835
Finland,FIN,2012-01-01,25043,18593,6563,50199
Finland,FIN,2012-04-01,25099,18420,6417,49936
Finland,FIN,2012-07-01,24998,18477,6577,50052
Finland,FIN,2012-10-01,25117,18556,6518,50191
Finland,FIN,2013-01-01,25189,18385,6726,50300
Finland,FIN,2013-04-01,25309,18666,6841,50816
Finland,FIN,2013-07-01,25339,18916,6873,51128
Finland,FIN,2013-10-01,25261,19079,6913,51253
Finland,FIN,2014-01-01,25247,18937,6919,51103
Finland,FIN,2014-04-01,25337,19105,6906,51348
Finland,FIN,2014-07-01,25329,19423,6934,51686
Finland,FIN,2014-10-01,25462,19322,6934,51718
Finland,FIN,2015-01-01,25506,19497,6790,51793
Finland,FIN,2015-04-01,25639,20008,7021,52668
Finland,FIN,2015-07-01,25660,20089,6983,52732
Finland,FIN,2015-10-01,25767,20091,7141,52999
Finland,FIN,2016-01-01,25903,20272,7339,53514
Finland,FIN,2016-04-01,25986,20311,7249,53546
Finland,FIN,2016-07-01,26206,20586,7465,54257
Finland,FIN,2016-10-01,26188,20740,7472,54400
Finland,FIN,2017-01-01,26015,21826,7446,55287
Finland,FIN,2017-04-01,26167,22266,7514,55947
Finland,FIN,2017-07-01,26304,22513,7526,56343
Finland,FIN,2017-10-01,26575,22872,7682,57129
Finland,FIN,2018-01-01,26862,22742,7950,57554
Finland,FIN,2018-04-01,27152,22631,7907,57690
Finland,FIN,2018-07-01,27372,22820,7891,58083
Finland,FIN,2018-10-01,27760,22856,7962,58578
Finland,FIN,2019-01-01,27799,23190,8056,59045
Finland,FIN,2019-04-01,28229,23265,8094,59588
Finland,FIN,2019-07-01,28247,23361,8211,59819
Finland,FIN,2019-10-01,28352,23533,8181,60066
Finland,FIN,2020-01-01,28641,23883,8105,60629
Finland,FIN,2020-04-01,26938,23099,6801,56838
Finland,FIN,2020-07-01,27448,24060,7661,59169
Finland,FIN,2020-10-01,27842,24088,7821,59751
Finland,FIN,2021-01-01,28757,23407,7752,59916
Finland,FIN,2021-04-01,29300,24219,8051,61570
Finland,FIN,2021-07-01,29805,25028,8134,62967
Finland,FIN,2021-10-01,30244,25681,8386,64311
Finland,FIN,2022-01-01,30795,25610,8699,65104
Finland,FIN,2022-04-01,31212,26155,8802,66169
Finland,FIN,2022-07-01,31911,26340,8867,67118
Finland,FIN,2022-10-01,32221,26667,8845,67733
Finland,FIN,2023-01-01,32842,26879,8603,68324
Finland,FIN,2023-04-01,33238,26935,8646,68819
Finland,FIN,2023-07-01,33184,26451,8639,68274
Finland,FIN,2023-10-01,33135,26142,8626,67903
Finland,FIN,2024-01-01,32883,27200,8825,68908
Finland,FIN,2024-04-01,32708,27684,8664,69056
France,FRA,1980-01-01,58748.8,35033.5,14027.5,107809.8
France,FRA,1980-04-01,60925,35387,14042.4,110354.3
France,FRA,1980-07-01,62890.5,36262.5,14322.4,113475.4
France,FRA,1980-10-01,64722.4,36337.2,14716.6,115776.2
France,FRA,1981-01-01,66568.6,37648.4,15010.2,119227.3
France,FRA,1981-04-01,68764,39060,15573.6,123397.6
France,FRA,1981-07-01,71192.8,40675.2,16372.1,128240
France,FRA,1981-10-01,74138.2,42568.6,17138,133844.7
France,FRA,1982-01-01,77401,43703.3,17804.9,138909.1
France,FRA,1982-04-01,79681.6,45719.1,18450.8,143851.5
France,FRA,1982-07-01,81436,45858,19462.7,146756.6
France,FRA,1982-10-01,83213.8,46839.3,19680.4,149733.5
France,FRA,1983-01-01,85536.9,48757.6,20060,154354.5
France,FRA,1983-04-01,87266.7,51034.1,20688.3,158989.2
France,FRA,1983-07-01,89437.2,52681.8,20913.1,163032.2
France,FRA,1983-10-01,91325.2,53995.1,21248.5,166568.8
France,FRA,1984-01-01,92946.7,56171.9,21988.8,171107.4
France,FRA,1984-04-01,94702.8,55995.5,22357.8,173056
France,FRA,1984-07-01,95251.5,58604.2,22791.9,176647.6
France,FRA,1984-10-01,96999.8,58598.6,23092.5,178690.9
France,FRA,1985-01-01,98412.8,59448.7,23773.2,181634.6
France,FRA,1985-04-01,99931.3,61559.3,24102.5,185593
France,FRA,1985-07-01,101332.1,63922.8,24399.3,189654.2
France,FRA,1985-10-01,102881.1,64928.3,24892,192701.4
France,FRA,1986-01-01,104072.7,67337.8,24661.8,196072.3
France,FRA,1986-04-01,105983.1,69836.1,25203.1,201022.3
France,FRA,1986-07-01,106428.3,72435.1,25383.2,204246.7
France,FRA,1986-10-01,107094,73432.4,25839.4,206365.8
France,FRA,1987-01-01,108789.7,71672,26021.7,206483.4
France,FRA,1987-04-01,109693.4,73662.8,26649.6,210005.8
France,FRA,1987-07-01,111134.2,75480.7,27304.4,213919.3
France,FRA,1987-10-01,112696.2,77501.5,28181.5,218379.2
France,FRA,1988-01-01,114520.5,79554.9,28994.1,223069.6
France,FRA,1988-04-01,115890,81348.6,29608.7,226847.3
France,FRA,1988-07-01,117687.9,83597.1,30443.9,231729
France,FRA,1988-10-01,119459.6,85899.8,30927.4,236286.7
France,FRA,1989-01-01,121305.4,88693.5,31294.7,241293.6
France,FRA,1989-04-01,123454.7,89666.9,31717.3,244838.9
France,FRA,1989-07-01,124991.1,91913.8,31866.8,248771.7
France,FRA,1989-10-01,127786.7,93185.1,33007.5,253979.3
France,FRA,1990-01-01,129916.2,94672.6,33197.5,257786.3
France,FRA,1990-04-01,131985.5,94536.7,33329.7,259851.8
France,FRA,1990-07-01,133783.8,94437.2,33657,261878.1
France,FRA,1990-10-01,135312.2,95244.4,33902,264458.6
France,FRA,1991-01-01,136207.5,95302.7,34314.3,265824.5
France,FRA,1991-04-01,138145.9,96447.5,34390.1,268983.5
France,FRA,1991-07-01,139056.1,99215.7,34821.6,273093.4
France,FRA,1991-10-01,140924.9,99173.9,34832.9,274931.7
France,FRA,1992-01-01,142537.7,101938.3,35196.6,279672.5
France,FRA,1992-04-01,143089.6,100899.1,34893.1,278881.8
France,FRA,1992-07-01,144419.2,101767.6,35068.7,281255.5
France,FRA,1992-10-01,145370.3,101335.1,34942.7,281648.2
France,FRA,1993-01-01,145982.3,100953.4,34986.4,281922.1
France,FRA,1993-04-01,146253.1,101838.4,35144.6,283236
France,FRA,1993-07-01,146413.4,101919.6,35929.3,284262.4
France,FRA,1993-10-01,147074.4,101613.1,36730.6,285418.1
France,FRA,1994-01-01,147674.1,102352.2,37796,287822.3
France,FRA,1994-04-01,148439.2,104769.4,39095.4,292304
France,FRA,1994-07-01,149874.9,104950.2,39758.6,294583.7
France,FRA,1994-10-01,151930.4,106163.1,40157,298250.5
France,FRA,1995-01-01,152993.6,108210.7,40304.2,301508.6
France,FRA,1995-04-01,154567.3,107028.6,40939.3,302535.1
France,FRA,1995-07-01,155712.7,106454.5,41841.8,304009
France,FRA,1995-10-01,156574,106552.8,42622.9,305749.7
France,FRA,1996-01-01,157862.5,108789.4,43575,310226.9
France,FRA,1996-04-01,159036.9,107187.2,43747.9,309972
France,FRA,1996-07-01,159919.4,108586.6,44559.2,313065.2
France,FRA,1996-10-01,160450.6,108708.1,44550.9,313709.6
France,FRA,1997-01-01,161874.8,107900.1,44978.4,314753.3
France,FRA,1997-04-01,162977.8,112762.2,45696.6,321436.6
France,FRA,1997-07-01,164054.5,114160.9,46199,324414.5
France,FRA,1997-10-01,165120.4,117046.7,46897.7,329064.8
France,FRA,1998-01-01,166831.1,118596.2,47009.7,332437
France,FRA,1998-04-01,168404.4,119147.2,47396.1,334947.8
France,FRA,1998-07-01,170649.5,119697.3,47896.6,338243.4
France,FRA,1998-10-01,172131.1,120135.5,48422.9,340689.5
France,FRA,1999-01-01,174132.5,119671.5,48497.3,342301.3
France,FRA,1999-04-01,175959.9,120863.4,49002.3,345825.6
France,FRA,1999-07-01,178302.3,123067.1,49817,351186.4
France,FRA,1999-10-01,180923.7,125342.9,49568.1,355834.7
France,FRA,2000-01-01,183392.2,129402.1,50783.4,363577.7
France,FRA,2000-04-01,185764.8,129237,50175.7,365177.4
France,FRA,2000-07-01,188355.3,131493.9,50322.7,370172
France,FRA,2000-10-01,191142,133719.4,49728.8,374590.2
France,FRA,2001-01-01,192228.8,137186.4,50514.6,379929.8
France,FRA,2001-04-01,194646.6,134703.6,50221.8,379572
France,FRA,2001-07-01,196401.7,137754.5,50233,384389.2
France,FRA,2001-10-01,198366.4,137375.8,50437.7,386179.9
France,FRA,2002-01-01,200410.7,138247.4,50780.1,389438.3
France,FRA,2002-04-01,202947.2,137510.8,51380.3,391838.3
France,FRA,2002-07-01,204518.3,141568,52084.3,398170.5
France,FRA,2002-10-01,205917.8,140861.1,52104.5,398883.3
France,FRA,2003-01-01,207051.4,141328,52228.6,400608.1
France,FRA,2003-04-01,208543.7,139576.7,52293.1,400413.5
France,FRA,2003-07-01,210465.4,145035.6,53230.5,408731.4
France,FRA,2003-10-01,211759.4,147020.6,53779.8,412559.8
France,FRA,2004-01-01,214248.1,149282.1,54976.1,418506.2
France,FRA,2004-04-01,215795.6,149701.7,56057.5,421554.8
France,FRA,2004-07-01,217396.4,150579.7,57264,425240.1
France,FRA,2004-10-01,219547.2,153059.7,58199.5,430806.5
France,FRA,2005-01-01,221181.8,152631.6,58662.8,432476.2
France,FRA,2005-04-01,223315.8,157533.2,59675.8,440524.9
France,FRA,2005-07-01,226046.8,155766.1,60231.9,442044.8
France,FRA,2005-10-01,228729.2,157816.9,60455.7,447001.9
France,FRA,2006-01-01,230690.4,162501.7,61443.1,454635.2
France,FRA,2006-04-01,232801.4,164099.4,61958,458858.9
France,FRA,2006-07-01,235299.9,165889.6,62059.5,463249
France,FRA,2006-10-01,238534.2,167848.9,62894.7,469277.7
France,FRA,2007-01-01,240449.1,174696.3,62968.3,478113.7
France,FRA,2007-04-01,242643.1,174940,63492.4,481075.5
France,FRA,2007-07-01,244359.8,178370.1,64475.1,487204.9
France,FRA,2007-10-01,246883.2,179663.3,64935.6,491482.1
France,FRA,2008-01-01,249597.6,183808.3,64956.1,498362
France,FRA,2008-04-01,250743,184121.3,65342.7,500206.9
France,FRA,2008-07-01,252016.7,181242.1,64825.4,498084.3
France,FRA,2008-10-01,251527.5,178660.1,63158.9,493346.5
France,FRA,2009-01-01,250736.1,168059.1,62439.1,481234.3
France,FRA,2009-04-01,250462.7,168087.3,62293.6,480843.6
France,FRA,2009-07-01,251681.7,170001.3,62455.2,484138.1
France,FRA,2009-10-01,253752.5,172653.6,63218,489624.2
France,FRA,2010-01-01,255616.3,174024.4,61503.6,491144.4
France,FRA,2010-04-01,257375.5,177923.5,62429.2,497728.3
France,FRA,2010-07-01,258989.5,179707.1,64083,502779.6
France,FRA,2010-10-01,260747.4,178767.8,64907.6,504422.8
France,FRA,2011-01-01,263700.7,182684.3,66721,513106.1
France,FRA,2011-04-01,265387.2,182035.4,67605.5,515028.1
France,FRA,2011-07-01,266570.8,180353.1,68426.1,515350.1
France,FRA,2011-10-01,268719.2,180866.2,69071.7,518657.1
France,FRA,2012-01-01,270325.4,182424.8,70337.8,523088
France,FRA,2012-04-01,271486.7,178271,68679.2,518436.9
France,FRA,2012-07-01,272819.1,180384.1,69607.9,522811.1
France,FRA,2012-10-01,274148.5,178788.1,71014.2,523950.8
France,FRA,2013-01-01,274739.4,182581.6,68039.3,525360.2
France,FRA,2013-04-01,276382.4,184122.8,68974.1,529479.3
France,FRA,2013-07-01,277919.2,184646.4,69772.5,532338.1
France,FRA,2013-10-01,278874,183571.3,70729,533174.3
France,FRA,2014-01-01,280079.3,184849.2,69422.8,534351.3
France,FRA,2014-04-01,281268.5,184621.8,69410.8,535301.1
France,FRA,2014-07-01,282350.2,188918.8,69995.4,541264.3
France,FRA,2014-10-01,283156.6,189406,70253.7,542816.3
France,FRA,2015-01-01,283841.9,190996.7,70949.2,545787.7
France,FRA,2015-04-01,285156.3,189813.4,71605.8,546575.5
France,FRA,2015-07-01,286352.6,193920.8,73158.3,553431.7
France,FRA,2015-10-01,287739.9,194466.1,73400.6,555606.7
France,FRA,2016-01-01,289408.9,193966.6,73424.7,556800.1
France,FRA,2016-04-01,289795.4,193953.5,74714.1,558463
France,FRA,2016-07-01,291845.9,190371.5,74536.7,556754.1
France,FRA,2016-10-01,293935.9,189676.4,76189.6,559802
France,FRA,2017-01-01,297161.1,193567.2,76878,567606.2
France,FRA,2017-04-01,299427.2,192953.5,77343.7,569724.4
France,FRA,2017-07-01,301443,195152.5,77877.3,574472.8
France,FRA,2017-10-01,304167.8,197082.6,78626.7,579877.1
France,FRA,2018-01-01,305041.9,197663.9,81310.1,584015.9
France,FRA,2018-04-01,307097.6,193675.4,81909.5,582682.6
France,FRA,2018-07-01,309000.5,198716.2,82944.5,590661.2
France,FRA,2018-10-01,310845.3,203139.6,84018.3,598003.2
France,FRA,2019-01-01,309016.7,204105.2,89923.1,603045
France,FRA,2019-04-01,309870.4,206092.1,91059.3,607021.8
